iterations,rave_exploration,exploration,score
100,1,38
100,1,38
100,1,37
100,1,30
100,1,23
100,1,39
100,1,38
100,1,28
100,1,41
100,1,40
100,3,32
100,3,42
100,3,42
100,3,38
100,3,44
100,3,33
100,3,36
100,3,33
100,3,37
100,3,28
100,6.4,42
100,6.4,31
100,6.4,44
100,6.4,37
100,6.4,36
100,6.4,26
100,6.4,33
100,6.4,39
100,6.4,41
100,6.4,32
100,9,36
100,9,27
100,9,26
100,9,36
100,9,40
100,9,39
100,9,26
100,9,35
100,9,26
100,9,36
100,15,37
100,15,32
100,15,38
100,15,37
100,15,37
100,15,38
100,15,35
100,15,33
100,15,41
100,15,39
100,20,32
100,20,26
100,20,33
100,20,30
100,20,28
100,20,36
100,20,29
100,20,34
100,20,34
100,20,38
1000,1,43
1000,1,51
1000,1,49
1000,1,42
1000,1,48
1000,1,51
1000,1,51
1000,1,43
1000,1,46
1000,1,44
1000,3,43
1000,3,53
1000,3,44
1000,3,41
1000,3,46
1000,3,49
1000,3,53
1000,3,53
1000,3,47
1000,3,42
1000,6.4,53
1000,6.4,44
1000,6.4,49
1000,6.4,57
1000,6.4,40
1000,6.4,53
1000,6.4,42
1000,6.4,48
1000,6.4,45
1000,6.4,51
1000,9,51
1000,9,47
1000,9,48
1000,9,53
1000,9,47
1000,9,48
1000,9,53
1000,9,50
1000,9,53
1000,9,51
1000,15,42
1000,15,51
1000,15,50
1000,15,41
1000,15,36
1000,15,45
1000,15,42
1000,15,51
1000,15,50
1000,15,44
1000,20,45
1000,20,47
1000,20,49
1000,20,44
1000,20,47
1000,20,49
1000,20,36
1000,20,52
1000,20,39
1000,20,52
100,1,27
100,1,43
100,1,36
100,1,36
100,1,38
100,1,36
100,1,24
100,1,37
100,1,36
100,1,38
100,3,35
100,3,39
100,3,39
100,3,28
100,3,44
100,3,43
100,3,36
100,3,38
100,3,42
100,3,32
100,6.4,26
100,6.4,27
100,6.4,39
100,6.4,46
100,6.4,36
100,6.4,40
100,6.4,35
100,6.4,42
100,6.4,33
100,6.4,38
100,9,31
100,9,42
100,9,34
100,9,20
100,9,27
100,9,32
100,9,41
100,9,30
100,9,34
100,9,29
100,15,38
100,15,36
100,15,32
100,15,46
100,15,40
100,15,32
100,15,40
100,15,40
100,15,29
100,15,29
100,20,35
100,20,40
100,20,36
100,20,30
100,20,34
100,20,36
100,20,26
100,20,25
100,20,35
100,20,39
1000,1,48
1000,1,47
1000,1,47
1000,1,53
1000,1,45
1000,1,48
1000,1,42
1000,1,55
1000,1,47
1000,1,46
1000,3,52
1000,3,42
1000,3,40
1000,3,44
1000,3,46
1000,3,47
1000,3,49
1000,3,49
1000,3,48
1000,3,46
1000,6.4,47
1000,6.4,52
1000,6.4,48
1000,6.4,45
1000,6.4,46
1000,6.4,52
1000,6.4,49
1000,6.4,47
1000,6.4,43
1000,6.4,54
1000,9,50
1000,9,41
1000,9,52
1000,9,41
1000,9,53
1000,9,49
1000,9,47
1000,9,53
1000,9,48
1000,9,42
1000,15,52
1000,15,42
1000,15,47
1000,15,45
1000,15,48
1000,15,33
1000,15,54
1000,15,50
1000,15,45
1000,15,50
1000,20,53
1000,20,50
1000,20,49
1000,20,42
1000,20,51
1000,20,45
1000,20,49
1000,20,43
1000,20,49
1000,20,52
100,1,32
100,1,36
100,1,24
100,1,39
100,1,30
100,1,41
100,1,27
100,1,39
100,1,37
100,1,44
100,3,30
100,3,35
100,3,33
100,3,40
100,3,31
100,3,41
100,3,42
100,3,33
100,3,32
100,3,36
100,6.4,35
100,6.4,40
100,6.4,28
100,6.4,33
100,6.4,34
100,6.4,38
100,6.4,29
100,6.4,37
100,6.4,34
100,6.4,41
100,9,32
100,9,36
100,9,40
100,9,34
100,9,26
100,9,32
100,9,43
100,9,40
100,9,41
100,9,41
100,15,33
100,15,30
100,15,35
100,15,39
100,15,30
100,15,35
100,15,28
100,15,33
100,15,33
100,15,25
100,20,38
100,20,26
100,20,33
100,20,25
100,20,25
100,20,25
100,20,43
100,20,39
100,20,35
100,20,41
1000,1,53
1000,1,47
1000,1,53
1000,1,50
1000,1,53
1000,1,40
1000,1,54
1000,1,43
1000,1,50
1000,1,47
1000,3,49
1000,3,46
1000,3,43
1000,3,43
1000,3,46
1000,3,51
1000,3,43
1000,3,51
1000,3,50
1000,3,41
1000,6.4,46
1000,6.4,51
1000,6.4,41
1000,6.4,48
1000,6.4,39
1000,6.4,41
1000,6.4,46
1000,6.4,46
1000,6.4,52
1000,6.4,53
1000,9,49
1000,9,47
1000,9,45
1000,9,44
1000,9,48
1000,9,48
1000,9,39
1000,9,48
1000,9,45
1000,9,49
1000,15,46
1000,15,44
1000,15,49
1000,15,50
1000,15,45
1000,15,51
1000,15,45
1000,15,46
1000,15,45
1000,15,39
1000,20,49
1000,20,45
1000,20,43
1000,20,49
1000,20,48
1000,20,47
1000,20,46
1000,20,50
1000,20,46
1000,20,51
100,1,38
100,1,34
100,1,30
100,1,36
100,1,27
100,1,33
100,1,36
100,1,34
100,1,39
100,1,39
100,3,38
100,3,43
100,3,30
100,3,25
100,3,35
100,3,36
100,3,26
100,3,39
100,3,43
100,3,41
100,6.4,40
100,6.4,37
100,6.4,38
100,6.4,28
100,6.4,40
100,6.4,36
100,6.4,34
100,6.4,33
100,6.4,47
100,6.4,30
100,9,25
100,9,43
100,9,30
100,9,41
100,9,26
100,9,28
100,9,37
100,9,31
100,9,34
100,9,36
100,15,40
100,15,35
100,15,42
100,15,39
100,15,46
100,15,27
100,15,35
100,15,32
100,15,33
100,15,35
100,20,33
100,20,41
100,20,44
100,20,50
100,20,31
100,20,43
100,20,36
100,20,21
100,20,30
100,20,16
1000,1,49
